bbal2p; 24; bin blue at l two please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 22 25 17 2 18 14 7 3 21 7
bbal2s; 24; bin blue at l two please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 22 25 17 2 18 14 7 3 21 7
bbal3a; 22; bin blue at l two soon;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 22 25 17 2 21 17 17 16
bbal3p; 24; bin blue at l two please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 22 25 17 2 18 14 7 3 21 7
bbal4a; 23; bin blue at l four soon;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 8 17 23 20 2 21 17 17 16
bbal4n; 22; bin blue at l four now;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 8 17 23 20 2 16 17 25
bbal5n; 22; bin blue at l five now;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 8 11 24 7 2 16 17 25
bbal5s; 22; bin blue at l five now;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 8 11 24 7 2 16 17 25
bbal6p; 24; bin blue at l six please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 21 11 26 2 18 14 7 3 21 7
bbal6s; 24; bin blue at l six please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 21 11 26 2 18 14 7 3 21 7
bbal7a; 24; bin blue at l seven soon;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 21 7 24 7 16 2 21 17 17 16
bbal7p; 26; bin blue at l seven please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 21 7 24 7 16 2 18 14 7 3 21 7
bbal8a; 24; bin blue at l eight soon;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 7 11 9 10 22 2 21 17 17 16
bbalzn; 22; bin blue at l zero now;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 28 7 20 17 2 16 17 25
bbalzp; 25; bin blue at l zero please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 28 7 20 17 2 18 14 7 3 21 7
bbalzs; 25; bin blue at l zero please;  4 11 16 2 4 14 23 7 2 3 22 2 14 2 28 7 20 17 2 18 14 7 3 21 7
bbao6n; 21; bin blue at o six now;  4 11 16 2 4 14 23 7 2 3 22 2 17 2 21 11 26 2 16 17 25
bbao7s; 23; bin blue at o seven now;  4 11 16 2 4 14 23 7 2 3 22 2 17 2 21 7 24 7 16 2 16 17 25
bbao8p; 26; bin blue at o eight please;  4 11 16 2 4 14 23 7 2 3 22 2 17 2 7 11 9 10 22 2 18 14 7 3 21 7
bbao9a; 23; bin blue at o nine soon;  4 11 16 2 4 14 23 7 2 3 22 2 17 2 16 11 16 7 2 21 17 17 16
bbar2n; 21; bin blue at r two now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 22 25 17 2 16 17 25
bbar3n; 21; bin blue at r two now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 22 25 17 2 16 17 25
bbar3s; 21; bin blue at r two now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 22 25 17 2 16 17 25
bbar4n; 22; bin blue at r four now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 17 23 20 2 16 17 25
bbar4p; 25; bin blue at r four please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 17 23 20 2 18 14 7 3 21 7
bbar4s; 25; bin blue at r four please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 17 23 20 2 18 14 7 3 21 7
bbar5a; 23; bin blue at r five soon;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 11 24 7 2 21 17 17 16
bbar5n; 22; bin blue at r five now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 11 24 7 2 16 17 25
bbar5p; 25; bin blue at r five please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 11 24 7 2 18 14 7 3 21 7
bbar5s; 25; bin blue at r five please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 8 11 24 7 2 18 14 7 3 21 7
bbar6a; 22; bin blue at r six soon;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 21 11 26 2 21 17 17 16
bbar6p; 24; bin blue at r six please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 21 11 26 2 18 14 7 3 21 7
bbar6s; 24; bin blue at r six please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 21 11 26 2 18 14 7 3 21 7
bbar7a; 24; bin blue at r seven soon;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 21 7 24 7 16 2 21 17 17 16
bbar7p; 26; bin blue at r seven please;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 21 7 24 7 16 2 18 14 7 3 21 7
bbar8a; 24; bin blue at r eight soon;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 7 11 9 10 22 2 21 17 17 16
bbar8n; 23; bin blue at r eight now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 7 11 9 10 22 2 16 17 25
bbar9n; 22; bin blue at r nine now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 16 11 16 7 2 16 17 25
bbar9s; 22; bin blue at r nine now;  4 11 16 2 4 14 23 7 2 3 22 2 20 2 16 11 16 7 2 16 17 25
bbas1a; 22; bin blue at s one soon;  4 11 16 2 4 14 23 7 2 3 22 2 21 2 17 16 7 2 21 17 17 16
bbas1p; 24; bin blue at s one please;  4 11 16 2 4 14 23 7 2 3 22 2 21 2 17 16 7 2 18 14 7 3 21 7
bbas2a; 22; bin blue at s two soon;  4 11 16 2 4 14 23 7 2 3 22 2 21 2 22 25 17 2 21 17 17 16
bbaszp; 25; bin blue at s zero please;  4 11 16 2 4 14 23 7 2 3 22 2 21 2 28 7 20 17 2 18 14 7 3 21 7
bbaszs; 25; bin blue at s zero please;  4 11 16 2 4 14 23 7 2 3 22 2 21 2 28 7 20 17 2 18 14 7 3 21 7
bbav1s; 24; bin blue at v one please;  4 11 16 2 4 14 23 7 2 3 22 2 24 2 17 16 7 2 18 14 7 3 21 7
bbav2p; 24; bin blue at v two please;  4 11 16 2 4 14 23 7 2 3 22 2 24 2 22 25 17 2 18 14 7 3 21 7
bbav3a; 22; bin blue at v two soon;  4 11 16 2 4 14 23 7 2 3 22 2 24 2 22 25 17 2 21 17 17 16
bbavzn; 22; bin blue at v zero now;  4 11 16 2 4 14 23 7 2 3 22 2 24 2 28 7 20 17 2 16 17 25
bbay6n; 21; bin blue at y six now;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 21 11 26 2 16 17 25
bbay7n; 23; bin blue at y seven now;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 21 7 24 7 16 2 16 17 25
bbay7s; 23; bin blue at y seven now;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 21 7 24 7 16 2 16 17 25
bbay8n; 23; bin blue at y eight now;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 7 11 9 10 22 2 16 17 25
bbay8p; 26; bin blue at y eight please;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 7 11 9 10 22 2 18 14 7 3 21 7
bbay8s; 26; bin blue at y eight please;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 7 11 9 10 22 2 18 14 7 3 21 7
bbay9a; 23; bin blue at y nine soon;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 16 11 16 7 2 21 17 17 16
bbay9n; 22; bin blue at y nine now;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 16 11 16 7 2 16 17 25
bbay9p; 25; bin blue at y nine please;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 16 11 16 7 2 18 14 7 3 21 7
bbay9s; 25; bin blue at y nine please;  4 11 16 2 4 14 23 7 2 3 22 2 27 2 16 11 16 7 2 18 14 7 3 21 7
bbaz1a; 22; bin blue at z one soon;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 17 16 7 2 21 17 17 16
bbaz1p; 24; bin blue at z one please;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 17 16 7 2 18 14 7 3 21 7
bbaz2a; 22; bin blue at z two soon;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 22 25 17 2 21 17 17 16
bbaz2n; 21; bin blue at z two now;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 22 25 17 2 16 17 25
bbaz3n; 21; bin blue at z two now;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 22 25 17 2 16 17 25
bbaz3s; 21; bin blue at z two now;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 22 25 17 2 16 17 25
bbaz4p; 25; bin blue at z four please;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 8 17 23 20 2 18 14 7 3 21 7
bbaz4s; 25; bin blue at z four please;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 8 17 23 20 2 18 14 7 3 21 7
bbaz5a; 23; bin blue at z five soon;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 8 11 24 7 2 21 17 17 16
bbaz5p; 25; bin blue at z five please;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 8 11 24 7 2 18 14 7 3 21 7
bbaz6a; 22; bin blue at z six soon;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 21 11 26 2 21 17 17 16
bbazza; 23; bin blue at z zero soon;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 28 7 20 17 2 21 17 17 16
bbazzp; 25; bin blue at z zero please;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 28 7 20 17 2 18 14 7 3 21 7
bbazzs; 25; bin blue at z zero please;  4 11 16 2 4 14 23 7 2 3 22 2 28 2 28 7 20 17 2 18 14 7 3 21 7
bbbc2n; 21; bin blue by c two now;  4 11 16 2 4 14 23 7 2 4 27 2 5 2 22 25 17 2 16 17 25
bbbc3s; 21; bin blue by c two now;  4 11 16 2 4 14 23 7 2 4 27 2 5 2 22 25 17 2 16 17 25
bbbc4p; 25; bin blue by c four please;  4 11 16 2 4 14 23 7 2 4 27 2 5 2 8 17 23 20 2 18 14 7 3 21 7
bbbc5a; 23; bin blue by c five soon;  4 11 16 2 4 14 23 7 2 4 27 2 5 2 8 11 24 7 2 21 17 17 16
bbbe8n; 23; bin blue by e eight now;  4 11 16 2 4 14 23 7 2 4 27 2 7 2 7 11 9 10 22 2 16 17 25
bbbe9n; 22; bin blue by e nine now;  4 11 16 2 4 14 23 7 2 4 27 2 7 2 16 11 16 7 2 16 17 25
bbbe9s; 22; bin blue by e nine now;  4 11 16 2 4 14 23 7 2 4 27 2 7 2 16 11 16 7 2 16 17 25
bbbf1a; 22; bin blue by f one soon;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 17 16 7 2 21 17 17 16
bbbf1n; 21; bin blue by f one now;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 17 16 7 2 16 17 25
bbbf1p; 24; bin blue by f one please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 17 16 7 2 18 14 7 3 21 7
bbbf1s; 24; bin blue by f one please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 17 16 7 2 18 14 7 3 21 7
bbbf2a; 22; bin blue by f two soon;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 22 25 17 2 21 17 17 16
bbbf2p; 24; bin blue by f two please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 22 25 17 2 18 14 7 3 21 7
bbbf2s; 24; bin blue by f two please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 22 25 17 2 18 14 7 3 21 7
bbbf3a; 22; bin blue by f two soon;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 22 25 17 2 21 17 17 16
bbbf3p; 24; bin blue by f two please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 22 25 17 2 18 14 7 3 21 7
bbbf4a; 23; bin blue by f four soon;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 8 17 23 20 2 21 17 17 16
bbbf4n; 22; bin blue by f four now;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 8 17 23 20 2 16 17 25
bbbf5n; 22; bin blue by f five now;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 8 11 24 7 2 16 17 25
bbbf5s; 22; bin blue by f five now;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 8 11 24 7 2 16 17 25
bbbf6p; 24; bin blue by f six please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 21 11 26 2 18 14 7 3 21 7
bbbf6s; 24; bin blue by f six please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 21 11 26 2 18 14 7 3 21 7
bbbf7a; 24; bin blue by f seven soon;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 21 7 24 7 16 2 21 17 17 16
bbbf7p; 26; bin blue by f seven please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 21 7 24 7 16 2 18 14 7 3 21 7
bbbf8a; 24; bin blue by f eight soon;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 7 11 9 10 22 2 21 17 17 16
bbbfzn; 22; bin blue by f zero now;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 28 7 20 17 2 16 17 25
bbbfzp; 25; bin blue by f zero please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 28 7 20 17 2 18 14 7 3 21 7
bbbfzs; 25; bin blue by f zero please;  4 11 16 2 4 14 23 7 2 4 27 2 8 2 28 7 20 17 2 18 14 7 3 21 7
bbbi6n; 21; bin blue by i six now;  4 11 16 2 4 14 23 7 2 4 27 2 11 2 21 11 26 2 16 17 25
bbbi7s; 23; bin blue by i seven now;  4 11 16 2 4 14 23 7 2 4 27 2 11 2 21 7 24 7 16 2 16 17 25
bbbi8p; 26; bin blue by i eight please;  4 11 16 2 4 14 23 7 2 4 27 2 11 2 7 11 9 10 22 2 18 14 7 3 21 7
bbbi9a; 23; bin blue by i nine soon;  4 11 16 2 4 14 23 7 2 4 27 2 11 2 16 11 16 7 2 21 17 17 16
bbbl2n; 21; bin blue by l two now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 22 25 17 2 16 17 25
bbbl3n; 21; bin blue by l two now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 22 25 17 2 16 17 25
bbbl3s; 21; bin blue by l two now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 22 25 17 2 16 17 25
bbbl4n; 22; bin blue by l four now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 17 23 20 2 16 17 25
bbbl4p; 25; bin blue by l four please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 17 23 20 2 18 14 7 3 21 7
bbbl4s; 25; bin blue by l four please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 17 23 20 2 18 14 7 3 21 7
bbbl5a; 23; bin blue by l five soon;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 11 24 7 2 21 17 17 16
bbbl5n; 22; bin blue by l five now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 11 24 7 2 16 17 25
bbbl5p; 25; bin blue by l five please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 11 24 7 2 18 14 7 3 21 7
bbbl5s; 25; bin blue by l five please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 8 11 24 7 2 18 14 7 3 21 7
bbbl6a; 22; bin blue by l six soon;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 21 11 26 2 21 17 17 16
bbbl6p; 24; bin blue by l six please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 21 11 26 2 18 14 7 3 21 7
bbbl6s; 24; bin blue by l six please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 21 11 26 2 18 14 7 3 21 7
bbbl7a; 24; bin blue by l seven soon;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 21 7 24 7 16 2 21 17 17 16
bbbl7p; 26; bin blue by l seven please;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 21 7 24 7 16 2 18 14 7 3 21 7
bbbl8a; 24; bin blue by l eight soon;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 7 11 9 10 22 2 21 17 17 16
bbbl8n; 23; bin blue by l eight now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 7 11 9 10 22 2 16 17 25
bbbl9n; 22; bin blue by l nine now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 16 11 16 7 2 16 17 25
bbbl9s; 22; bin blue by l nine now;  4 11 16 2 4 14 23 7 2 4 27 2 14 2 16 11 16 7 2 16 17 25
bbbm1a; 22; bin blue by m one soon;  4 11 16 2 4 14 23 7 2 4 27 2 15 2 17 16 7 2 21 17 17 16
bbbm1p; 24; bin blue by m one please;  4 11 16 2 4 14 23 7 2 4 27 2 15 2 17 16 7 2 18 14 7 3 21 7
bbbm2a; 22; bin blue by m two soon;  4 11 16 2 4 14 23 7 2 4 27 2 15 2 22 25 17 2 21 17 17 16
bbbmzp; 25; bin blue by m zero please;  4 11 16 2 4 14 23 7 2 4 27 2 15 2 28 7 20 17 2 18 14 7 3 21 7
bbbmzs; 25; bin blue by m zero please;  4 11 16 2 4 14 23 7 2 4 27 2 15 2 28 7 20 17 2 18 14 7 3 21 7
bbbp1s; 24; bin blue by p one please;  4 11 16 2 4 14 23 7 2 4 27 2 18 2 17 16 7 2 18 14 7 3 21 7
bbbp2p; 24; bin blue by p two please;  4 11 16 2 4 14 23 7 2 4 27 2 18 2 22 25 17 2 18 14 7 3 21 7
bbbp3a; 22; bin blue by p two soon;  4 11 16 2 4 14 23 7 2 4 27 2 18 2 22 25 17 2 21 17 17 16
bbbpzn; 22; bin blue by p zero now;  4 11 16 2 4 14 23 7 2 4 27 2 18 2 28 7 20 17 2 16 17 25
bbbr6n; 21; bin blue by r six now;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 21 11 26 2 16 17 25
bbbr7n; 23; bin blue by r seven now;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 21 7 24 7 16 2 16 17 25
bbbr7s; 23; bin blue by r seven now;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 21 7 24 7 16 2 16 17 25
bbbr8n; 23; bin blue by r eight now;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 7 11 9 10 22 2 16 17 25
bbbr8p; 26; bin blue by r eight please;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 7 11 9 10 22 2 18 14 7 3 21 7
bbbr8s; 26; bin blue by r eight please;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 7 11 9 10 22 2 18 14 7 3 21 7
bbbr9a; 23; bin blue by r nine soon;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 16 11 16 7 2 21 17 17 16
bbbr9n; 22; bin blue by r nine now;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 16 11 16 7 2 16 17 25
bbbr9p; 25; bin blue by r nine please;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 16 11 16 7 2 18 14 7 3 21 7
bbbr9s; 25; bin blue by r nine please;  4 11 16 2 4 14 23 7 2 4 27 2 20 2 16 11 16 7 2 18 14 7 3 21 7
bbbs1a; 22; bin blue by s one soon;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 17 16 7 2 21 17 17 16
bbbs1p; 24; bin blue by s one please;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 17 16 7 2 18 14 7 3 21 7
bbbs2a; 22; bin blue by s two soon;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 22 25 17 2 21 17 17 16
bbbs2n; 21; bin blue by s two now;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 22 25 17 2 16 17 25
bbbs3n; 21; bin blue by s two now;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 22 25 17 2 16 17 25
bbbs3s; 21; bin blue by s two now;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 22 25 17 2 16 17 25
bbbs4p; 25; bin blue by s four please;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 8 17 23 20 2 18 14 7 3 21 7
bbbs4s; 25; bin blue by s four please;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 8 17 23 20 2 18 14 7 3 21 7
bbbs5a; 23; bin blue by s five soon;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 8 11 24 7 2 21 17 17 16
bbbs5p; 25; bin blue by s five please;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 8 11 24 7 2 18 14 7 3 21 7
bbbs6a; 22; bin blue by s six soon;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 21 11 26 2 21 17 17 16
bbbsza; 23; bin blue by s zero soon;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 28 7 20 17 2 21 17 17 16
bbbszp; 25; bin blue by s zero please;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 28 7 20 17 2 18 14 7 3 21 7
bbbszs; 25; bin blue by s zero please;  4 11 16 2 4 14 23 7 2 4 27 2 21 2 28 7 20 17 2 18 14 7 3 21 7
bbbv4n; 22; bin blue by v four now;  4 11 16 2 4 14 23 7 2 4 27 2 24 2 8 17 23 20 2 16 17 25
bbbv5s; 22; bin blue by v five now;  4 11 16 2 4 14 23 7 2 4 27 2 24 2 8 11 24 7 2 16 17 25
bbbv6p; 24; bin blue by v six please;  4 11 16 2 4 14 23 7 2 4 27 2 24 2 21 11 26 2 18 14 7 3 21 7
bbbv7a; 24; bin blue by v seven soon;  4 11 16 2 4 14 23 7 2 4 27 2 24 2 21 7 24 7 16 2 21 17 17 16
bbbz1n; 21; bin blue by z one now;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 17 16 7 2 16 17 25
bbbz1s; 21; bin blue by z one now;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 17 16 7 2 16 17 25
bbbz2n; 21; bin blue by z two now;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 16 17 25
bbbz2p; 24; bin blue by z two please;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 18 14 7 3 21 7
bbbz2s; 24; bin blue by z two please;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 18 14 7 3 21 7
bbbz3a; 22; bin blue by z two soon;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 21 17 17 16
bbbz3n; 21; bin blue by z two now;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 16 17 25
bbbz3p; 24; bin blue by z two please;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 18 14 7 3 21 7
bbbz3s; 24; bin blue by z two please;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 22 25 17 2 18 14 7 3 21 7
bbbz4a; 23; bin blue by z four soon;  4 11 16 2 4 14 23 7 2 4 27 2 28 2 8 17 23 20 2 21 17 17 16
